id,name,email,phone,gpa,skills,education,college,location,category,past_internships,preferred_companies,github_profile,linkedin_profile,resume_score,availability_start,preferred_duration,expected_stipend,willingness_to_relocate,is_rural,is_female,experience,created_at
STU00071,Nikhil T. Patel,patel.nikhil@gmail.com,+913263100959,6.55,"pytorch, computer vision, terraform, neural networks, adobe illustrator",B.E Computer Science,NIT Warangal,Chennai,general,3,"Meta, JP Morgan, ICICI Bank, Morgan Stanley, EY",https://github.com/nikhilpatel71,https://linkedin.com/in/nikhil-patel-71,93.4,2025-12-21,12,54201,Yes,False,True,4,2025-09-04T14:12:36.301541
STU00072,Anaya M. Mehta,anaya72@college.ac.in,09467097386,6.05,"numpy, firewall, ethical hacking, cassandra, cryptography, network security",MBA,IIT Bombay,Noida,general,1,"EY, Meta, Apple, Morgan Stanley, Infosys, PhonePe",https://github.com/anayamehta72,https://linkedin.com/in/anaya-mehta-72,83.5,2025-12-19,12,55949,Preferred,False,True,19,2025-09-25T14:12:36.302542
STU00073,Khushi Bansal,bansal.khushi@gmail.com,+916415455167,8.96,"computer vision, c#, natural language processing, docker",B.Tech ECE,VIT Vellore,Surat,general,0,"Ola, Apple, BYJU'S, EY",https://github.com/khushibansal73,https://linkedin.com/in/khushi-bansal-73,82.4,2025-11-26,3,37549,Yes,False,True,21,2025-09-07T14:12:36.303081
STU00074,Aadhya Jindal,aadhya.jindal@student.edu,09113101493,6.2,"ios, postgresql, neural networks, python, c++, java, c#, ruby, docker, business analysis",B.Tech IT,IIIT Hyderabad,Noida,general,0,"Goldman Sachs, Microsoft, Morgan Stanley",https://github.com/aadhyajindal74,https://linkedin.com/in/aadhya-jindal-74,93.0,2025-11-05,6,22195,No,False,False,24,2025-09-05T14:12:36.303590
STU00075,Ravi Singh,singh.ravi@gmail.com,+911586359829,7.91,"photoshop, flutter, spring boot, react, flask, azure, django, natural language processing",B.Tech IT,IIT Madras,Jaipur,general,0,"Apple, Goldman Sachs, KPMG, Infosys, Netflix, HDFC Bank, ICICI Bank, EY",https://github.com/ravisingh75,,77.0,2025-12-05,3,40792,Yes,False,False,2,2025-08-30T14:12:36.304162
STU00076,Harsh Agarwal,harshagarwal76@email.com,01683321223,6.98,"xamarin, ios, react native, mysql",MBA,IIT Bombay,Bangalore,general,2,"HCL Technologies, Infosys, HDFC Bank, JP Morgan, TCS",https://github.com/harshagarwal76,,88.3,2025-12-11,12,15867,Yes,False,False,4,2025-08-31T14:12:36.304162
STU00077,Harsh Agarwal,agarwal.harsh@gmail.com,+912908659637,9.04,"sketch, figma, android, wireframing, penetration testing, ansible",B.Tech CSE,BITS Pilani,Gurgaon,general,2,"EY, Meta, Apple, Freshworks",https://github.com/harshagarwal77,https://linkedin.com/in/harsh-agarwal-77,88.6,2025-11-24,12,63279,No,False,False,16,2025-09-02T14:12:36.304162
STU00078,Aryan Singh,singh.aryan@gmail.com,+916844479125,7.54,"reinforcement learning, photoshop, java, ui/ux design, neural networks, sap, natural language processing",B.Tech CSE,IIT Guwahati,Gurgaon,rural,0,"Tech Mahindra, Unacademy, McKinsey, Infosys, Axis Bank, JP Morgan, PwC, Netflix",https://github.com/aryansingh78,https://linkedin.com/in/aryan-singh-78,82.0,2025-12-07,6,76892,No,True,False,1,2025-09-12T14:12:36.304162
STU00079,Aryan B. Kapoor,aryan79@college.ac.in,+913174377113,8.5,"sketch, mysql, postgresql, figma, cassandra, kotlin, mongodb, terraform, redis, natural language processing",B.E Computer Science,IIT Madras,Jaipur,general,2,"ICICI Bank, Infosys, PhonePe",,https://linkedin.com/in/aryan-kapoor-79,85.9,2025-12-26,6,77259,Preferred,False,True,14,2025-09-02T14:12:36.305183
STU00080,Pari Mittal,mittal.pari@gmail.com,+913946929148,8.69,"mysql, elasticsearch, postgresql, excel, ethical hacking, cassandra, react, network security",BCA,NIT Surathkal,Gurgaon,general,1,"PwC, Freshworks, Microsoft, ICICI Bank",https://github.com/parimittal80,https://linkedin.com/in/pari-mittal-80,81.9,2025-11-30,6,39053,Yes,False,False,3,2025-09-26T14:12:36.305183
STU00081,Arnav Mittal,arnav81@college.ac.in,+912012899448,7.47,"spring boot, java, pytorch, angular, machine learning, flask, express.js, django, adobe illustrator, project management",B.Tech ECE,IIT Roorkee,Surat,reserved,3,"Freshworks, PwC, PhonePe, Netflix, EY, Ola, Apple",https://github.com/arnavmittal81,https://linkedin.com/in/arnav-mittal-81,86.3,2025-12-08,3,74083,Preferred,False,False,15,2025-08-30T14:12:36.305183
STU00082,Fatima Jain,jain.fatima@gmail.com,06444116389,6.59,"google cloud, penetration testing, oracle, ansible, docker, go, azure",B.Tech CSE,IIT Roorkee,Surat,reserved,2,"PwC, McKinsey, Goldman Sachs",https://github.com/fatimajain82,https://linkedin.com/in/fatima-jain-82,78.0,2025-10-30,12,33459,No,False,True,11,2025-09-23T14:12:36.305183
STU00083,Vivaan Pandey,vivaan83@college.ac.in,+914774104688,8.17,"aws, figma, google cloud, react native, ansible, docker, powerpoint",B.Sc Computer Science,IIT Guwahati,Delhi,rural,0,"Amazon, Axis Bank, BYJU'S, PhonePe, Swiggy, Goldman Sachs, JP Morgan, KPMG",,https://linkedin.com/in/vivaan-pandey-83,83.8,2025-11-09,12,74943,Yes,True,True,23,2025-09-22T14:12:36.306255
STU00084,Sneha Nair,nair.sneha@gmail.com,08117653695,6.8,"jenkins, angular, react, php, redis, flask",B.E Computer Science,IIT Kanpur,Kolkata,general,1,"Wipro, PwC, BYJU'S, ICICI Bank, Goldman Sachs, Google, HCL Technologies",,https://linkedin.com/in/sneha-nair-84,66.1,2025-11-14,12,37451,No,False,False,21,2025-09-26T14:12:36.306255
STU00085,Rahul Z. Malhotra,rahul.malhotra@student.edu,01751111650,6.81,"aws, figma, natural language processing, docker, adobe illustrator",B.E Computer Science,RV College,Gurgaon,general,0,"HCL Technologies, Wipro, EY",https://github.com/rahulmalhotra85,https://linkedin.com/in/rahul-malhotra-85,92.8,2025-11-10,3,31907,Yes,False,False,0,2025-09-19T14:12:36.306255
STU00086,Advaith Gupta,advaith.gupta@student.edu,+913640666511,7.98,"java, computer vision, firewall, python",B.Tech IT,Manipal Institute,Kolkata,general,1,"Accenture, PwC, Deloitte, Amazon, Axis Bank, Cognizant, HCL Technologies, HDFC Bank",,https://linkedin.com/in/advaith-gupta-86,65.2,2025-11-21,12,61741,Preferred,False,False,1,2025-09-09T14:12:36.306255
STU00087,Pooja Mishra,pooja87@college.ac.in,2099155975,8.91,"ios, elasticsearch, spring boot, cassandra, redis, javascript",B.Sc Computer Science,IIT Delhi,Hyderabad,general,2,"Freshworks, Axis Bank, HCL Technologies, ICICI Bank, Swiggy",,https://linkedin.com/in/pooja-mishra-87,68.2,2025-12-06,12,29579,Yes,False,True,23,2025-09-19T14:12:36.306255
STU00088,Myra Mehta,myra88@college.ac.in,02036778236,7.29,"r, excel, scikit-learn, kubernetes",MBA,NIT Trichy,Delhi,general,0,"ICICI Bank, Amazon, Infosys, BYJU'S, Goldman Sachs, Swiggy, JP Morgan",,https://linkedin.com/in/myra-mehta-88,79.7,2025-12-06,12,58082,No,False,True,0,2025-09-13T14:12:36.307307
STU00089,Fatima Mittal,mittal.fatima@gmail.com,6276910591,8.28,"swift, excel, penetration testing, firewall, java",M.Tech CSE,IIT Madras,Delhi,reserved,1,"Paytm, Deloitte, Microsoft, Ola, KPMG, Netflix, Tech Mahindra, McKinsey",https://github.com/fatimamittal89,https://linkedin.com/in/fatima-mittal-89,65.1,2025-11-25,12,27215,Yes,False,True,18,2025-09-24T14:12:36.307307
STU00090,Dev Aggarwal,dev.aggarwal@student.edu,7842238925,8.59,"azure, jenkins, docker, business analysis, machine learning",B.E Computer Science,BITS Pilani,Bangalore,general,0,"Freshworks, Axis Bank, Microsoft, Infosys, TCS",,https://linkedin.com/in/dev-aggarwal-90,87.6,2025-10-30,6,72755,Preferred,False,False,3,2025-09-07T14:12:36.307307
STU00091,Ishaan Y. Mehta,ishaanmehta91@email.com,5621017485,7.93,"r, react, flask, express.js, django, adobe illustrator",B.Tech CSE,BITS Pilani,Kolkata,general,0,"PhonePe, McKinsey, Zomato, Apple, Swiggy, Axis Bank",https://github.com/ishaanmehta91,https://linkedin.com/in/ishaan-mehta-91,89.6,2025-11-05,6,73802,Yes,False,False,0,2025-09-23T14:12:36.307307
STU00092,Anaya Mittal,anaya92@college.ac.in,06086765070,6.18,"go, django, pytorch, deep learning",B.Tech IT,IIT Guwahati,Ahmedabad,reserved,0,"Deloitte, Accenture, TCS, Amazon, Wipro, KPMG, Tech Mahindra",https://github.com/anayamittal92,,81.6,2025-11-27,3,70030,Yes,False,True,11,2025-09-17T14:12:36.308307
STU00093,Aarav Verma,aaravverma93@email.com,07168211057,8.49,"mysql, figma, flutter, oracle, django",B.Tech IT,VIT Vellore,Mumbai,general,0,"Ola, Google, Cognizant, Freshworks, Meta",https://github.com/aaravverma93,https://linkedin.com/in/aarav-verma-93,83.0,2025-12-19,3,76793,Yes,False,False,6,2025-09-05T14:12:36.308307
STU00094,Sunita Jindal,sunita.jindal@student.edu,05355368135,7.12,"reinforcement learning, android, figma, wireframing, computer vision, vue.js, neural networks, express.js, natural language processing",B.Tech CSE,RV College,Mumbai,general,1,"KPMG, HCL Technologies, Morgan Stanley, JP Morgan, Microsoft, Infosys, PwC",https://github.com/sunitajindal94,https://linkedin.com/in/sunita-jindal-94,73.5,2025-11-13,3,61664,Preferred,False,False,9,2025-08-31T14:12:36.308307
STU00095,Fatima Q. Chopra,fatima.chopra@student.edu,05374298113,8.25,"elasticsearch, tensorflow, kotlin, vue.js, react, express.js",B.Sc Computer Science,IIT Madras,Chennai,general,1,"Wipro, Infosys, Zomato",https://github.com/fatimachopra95,https://linkedin.com/in/fatima-chopra-95,63.6,2025-11-13,12,17456,No,False,True,20,2025-09-16T14:12:36.308307
STU00096,Nikhil W. Goyal,nikhil.goyal@student.edu,7356793790,8.93,"reinforcement learning, kubernetes, computer vision, network security, business analysis, django, natural language processing",B.Tech ECE,IIT Roorkee,Ahmedabad,rural,1,"Zomato, Flipkart, Microsoft, Paytm",https://github.com/nikhilgoyal96,https://linkedin.com/in/nikhil-goyal-96,89.9,2025-11-08,12,23687,No,True,True,22,2025-09-25T14:12:36.309307
STU00097,Aditya Mittal,adityamittal97@email.com,4688034571,8.21,"ios, elasticsearch, android, swift, flutter, oracle, computer vision, react native, ansible, cryptography, xamarin, natural language processing",M.Tech CSE,PES University,Pune,general,2,"Microsoft, Unacademy, Axis Bank, Amazon, Wipro, PwC, Ola, Zomato",,,70.5,2025-11-01,6,23662,Preferred,False,False,0,2025-09-08T14:12:36.309307
STU00098,Lata Pandey,lata.pandey@student.edu,03024196535,8.07,"figma, r, penetration testing, firewall, ethical hacking, c#, react native, cryptography, network security, azure",M.Tech CSE,IIT Kharagpur,Pune,general,2,"JP Morgan, Paytm, Swiggy, Goldman Sachs, Axis Bank, Infosys, BYJU'S, Tech Mahindra",https://github.com/latapandey98,,81.2,2025-12-07,6,71006,Yes,False,False,5,2025-09-14T14:12:36.309307
STU00099,Aadhya C. Joshi,aadhya99@college.ac.in,0425605691,8.68,"aws, kubernetes, r, google cloud, wireframing, tensorflow, php, terraform",B.Tech CSE,IIT Guwahati,Kolkata,general,1,"Axis Bank, Zomato, HDFC Bank, Swiggy",https://github.com/aadhyajoshi99,https://linkedin.com/in/aadhya-joshi-99,94.4,2025-11-01,3,18384,Yes,False,False,16,2025-09-15T14:12:36.309307
STU00100,Ayaan Kapoor,ayaankapoor100@email.com,8532409200,9.34,"aws, flutter, java, c#, pytorch, php, ui/ux design, power bi, go, javascript",B.Tech CSE,NIT Warangal,Mumbai,rural,0,"Swiggy, McKinsey, Microsoft, Google",https://github.com/ayaankapoor100,https://linkedin.com/in/ayaan-kapoor-100,67.9,2025-12-01,12,23323,Preferred,True,True,19,2025-09-04T14:12:36.309307
STU00101,Fatima Thakur,fatima.thakur@student.edu,06851151069,7.86,"mysql, postgresql, flutter, cassandra, power bi, ansible, mongodb, deep learning",MCA,BITS Pilani,Surat,general,0,"EY, Ola, Infosys, Tech Mahindra",https://github.com/fatimathakur101,https://linkedin.com/in/fatima-thakur-101,66.0,2025-11-19,3,71739,Yes,False,True,12,2025-09-02T14:12:36.310307
STU00102,Aryan Gupta,gupta.aryan@gmail.com,01763465988,9.27,"sketch, photoshop, wireframing, ui/ux design, vue.js, ansible, adobe illustrator",B.Tech CSE,IIIT Hyderabad,Surat,general,0,"PwC, Cognizant, BYJU'S, Accenture, ICICI Bank, Paytm, Wipro, TCS",https://github.com/aryangupta102,https://linkedin.com/in/aryan-gupta-102,80.5,2025-10-28,3,73166,No,False,True,3,2025-09-25T14:12:36.310307
STU00103,Fatima Singh,fatima103@college.ac.in,03884128179,6.46,"sketch, figma, photoshop, c++, wireframing, react, network security",B.Tech IT,BMS College,Surat,general,0,"KPMG, Tech Mahindra, HDFC Bank, Freshworks, PhonePe, Swiggy, Netflix",,https://linkedin.com/in/fatima-singh-103,73.6,2025-11-12,6,22501,Yes,False,False,23,2025-09-01T14:12:36.310307
STU00104,Fatima W. Kapoor,fatima104@college.ac.in,6602821037,8.88,"mysql, rust, c#, ruby, tableau, adobe illustrator",B.Tech CSE,BMS College,Pune,rural,0,"Google, Axis Bank, Flipkart, Apple, Unacademy, HDFC Bank, Morgan Stanley",https://github.com/fatimakapoor104,https://linkedin.com/in/fatima-kapoor-104,73.3,2025-11-14,12,36283,No,True,False,20,2025-09-06T14:12:36.310307
STU00105,Amit H. Nair,amit105@college.ac.in,5419897325,6.85,"aws, python, jenkins, flutter, vue.js, terraform",B.Tech CSE,IIT Bombay,Hyderabad,general,1,"Accenture, HDFC Bank, Tech Mahindra, Freshworks, Deloitte, Netflix, Apple, HCL Technologies",https://github.com/amitnair105,https://linkedin.com/in/amit-nair-105,63.8,2025-11-21,6,71481,No,False,False,5,2025-09-19T14:12:36.311344
STU00106,Sunita X. Joshi,sunita.joshi@student.edu,+915192085983,7.36,"penetration testing, wireframing, pytorch, tensorflow, php, mongodb, pandas, scikit-learn",MBA,SRM Chennai,Kolkata,general,0,"BYJU'S, Netflix, Unacademy, Goldman Sachs, Axis Bank, Zomato",,https://linkedin.com/in/sunita-joshi-106,89.5,2025-11-12,6,56824,Preferred,False,False,17,2025-09-01T14:12:36.311344
STU00107,Kavya Pandey,kavyapandey107@email.com,08033752825,9.19,"excel, flutter, rust, spring boot, go, tableau, business analysis, sap, project management",B.Tech CSE,IIT Roorkee,Ahmedabad,general,1,"Deloitte, PwC, Freshworks, ICICI Bank, Apple, PhonePe",https://github.com/kavyapandey107,https://linkedin.com/in/kavya-pandey-107,82.0,2025-11-24,12,25561,Preferred,False,True,6,2025-09-13T14:12:36.311344
STU00108,Ayaan Goyal,ayaangoyal108@email.com,07111694668,6.78,"aws, elasticsearch, kubernetes, spring boot, firewall, ansible, flask, express.js, azure",B.Tech CSE,NIT Trichy,Mumbai,reserved,2,"Apple, PhonePe, Cognizant",https://github.com/ayaangoyal108,https://linkedin.com/in/ayaan-goyal-108,82.2,2025-11-29,6,49859,Yes,False,False,23,2025-09-09T14:12:36.311344
STU00109,Shaurya Jain,shauryajain109@email.com,9107471198,6.08,"excel, spring boot, c#, react, vue.js, flask, neural networks, express.js, azure",B.Tech IT,IIT Roorkee,Noida,rural,1,"Meta, Microsoft, Swiggy, Axis Bank",https://github.com/shauryajain109,https://linkedin.com/in/shaurya-jain-109,74.9,2025-12-03,6,28368,Preferred,True,False,9,2025-08-29T14:12:36.312344
STU00110,Daksh Bansal,daksh110@college.ac.in,0220537360,6.65,"android, kubernetes, r, jenkins, google cloud, terraform, ui/ux design, react native, docker, django",B.E Computer Science,RV College,Chennai,general,1,"JP Morgan, Axis Bank, Tech Mahindra, Meta, EY, Amazon",,https://linkedin.com/in/daksh-bansal-110,82.4,2025-12-13,6,69306,Preferred,False,False,1,2025-09-11T14:12:36.312344
STU00111,Shaurya Z. Kapoor,kapoor.shaurya@gmail.com,8734000133,6.74,"ruby, c++, django, spring boot",B.Tech IT,IIT Kharagpur,Mumbai,general,0,"Cognizant, HCL Technologies, JP Morgan, Infosys, McKinsey, Flipkart, HDFC Bank",,,72.4,2025-12-02,6,35751,Yes,False,True,2,2025-09-04T14:12:36.312344
STU00112,Aryan Mittal,mittal.aryan@gmail.com,01936569205,7.7,"sketch, ios, photoshop, reinforcement learning, swift, wireframing, ui/ux design, ansible, redis, sap, adobe illustrator",M.Tech AI/ML,IIT Roorkee,Delhi,general,1,"Microsoft, PwC, Flipkart, Accenture, Meta, TCS",,https://linkedin.com/in/aryan-mittal-112,91.9,2025-12-17,12,30462,Preferred,False,False,13,2025-09-16T14:12:36.312344
STU00113,Khushi R. Nair,nair.khushi@gmail.com,2989535057,8.3,"r, google cloud, rust, go, javascript",MBA,NIT Trichy,Bangalore,general,2,"Google, Amazon, Accenture, Microsoft, Tech Mahindra, Axis Bank",https://github.com/khushinair113,https://linkedin.com/in/khushi-nair-113,78.7,2025-11-12,12,54598,Yes,False,True,18,2025-09-09T14:12:36.313344
STU00114,Arjun J. Thakur,arjun114@college.ac.in,5011678846,6.56,"reinforcement learning, computer vision, oracle, docker, neural networks, django",B.Tech CSE,IIT Delhi,Ahmedabad,general,1,"Morgan Stanley, Unacademy, Ola, Meta",https://github.com/arjunthakur114,,70.3,2025-11-14,6,79893,No,False,True,15,2025-08-28T14:12:36.313344
STU00115,Aryan Jain,aryan115@college.ac.in,01633524901,7.14,"aws, kubernetes, jenkins, ethical hacking, ansible, docker, express.js, sap",B.Tech CSE,IIT Bombay,Surat,rural,0,"PwC, JP Morgan, Accenture, HDFC Bank, Flipkart, Goldman Sachs",https://github.com/aryanjain115,https://linkedin.com/in/aryan-jain-115,65.5,2025-11-21,12,22422,No,True,True,24,2025-09-16T14:12:36.313344
STU00116,Suresh A. Bansal,suresh.bansal@student.edu,+915235012023,8.22,"ios, flutter, rust, spring boot, php, kotlin, xamarin, machine learning",B.Tech IT,PES University,Bangalore,rural,2,"HCL Technologies, BYJU'S, Swiggy, JP Morgan, Infosys, Goldman Sachs",https://github.com/sureshbansal116,https://linkedin.com/in/suresh-bansal-116,64.7,2025-12-04,3,31985,Preferred,True,False,15,2025-09-03T14:12:36.313344
STU00117,Aditya Thakur,aditya.thakur@student.edu,0649737006,8.66,"postgresql, kubernetes, r, jenkins, terraform, natural language processing",B.Tech CSE,PES University,Mumbai,general,1,"Deloitte, Flipkart, HCL Technologies",https://github.com/adityathakur117,https://linkedin.com/in/aditya-thakur-117,93.6,2025-11-04,12,28387,Preferred,False,False,9,2025-09-09T14:12:36.313344
STU00118,Saanvi Rajput,saanvi.rajput@student.edu,4759191071,7.16,"mysql, elasticsearch, postgresql, excel, rust, mongodb, redis, sap",B.Tech CSE,IIT Bombay,Surat,general,3,"McKinsey, BYJU'S, Axis Bank",,https://linkedin.com/in/saanvi-rajput-118,81.0,2025-10-30,3,57363,Yes,False,False,7,2025-09-15T14:12:36.314344
STU00119,Karan Chauhan,karan.chauhan@student.edu,+917843387909,7.24,"reinforcement learning, swift, numpy, r, flask, pytorch, pandas, go, machine learning",B.Tech IT,IIT Madras,Gurgaon,general,0,"Morgan Stanley, Swiggy, Apple, Deloitte, Tech Mahindra, HDFC Bank, PwC, Amazon",https://github.com/karanchauhan119,https://linkedin.com/in/karan-chauhan-119,82.6,2025-12-02,3,44342,Yes,False,False,11,2025-09-10T14:12:36.314344
STU00120,Kartik Kapoor,kartik.kapoor@student.edu,04959118652,8.59,"aws, python, jenkins, power bi, ansible, react native, php",B.Sc Computer Science,VIT Vellore,Delhi,reserved,0,"Amazon, TCS, Morgan Stanley, Cognizant",https://github.com/kartikkapoor120,https://linkedin.com/in/kartik-kapoor-120,67.2,2025-11-14,3,54036,Yes,False,True,0,2025-09-16T14:12:36.314344
STU00121,Aadhya Saxena,saxena.aadhya@gmail.com,02862381165,6.25,"jenkins, google cloud, penetration testing, ansible, mongodb, docker, django, project management",MCA,IIT Roorkee,Jaipur,general,1,"HCL Technologies, PwC, Microsoft, Cognizant",https://github.com/aadhyasaxena121,https://linkedin.com/in/aadhya-saxena-121,66.1,2025-11-15,6,27487,No,False,False,23,2025-08-29T14:12:36.314344
STU00122,Ajay Pandey,ajaypandey122@email.com,+916809775559,8.24,"sketch, mysql, figma, photoshop, android, wireframing, cassandra, php, ui/ux design, adobe illustrator",B.Sc Computer Science,RV College,Mumbai,general,0,"Paytm, Cognizant, Axis Bank, Morgan Stanley, Accenture, Goldman Sachs, HCL Technologies, PwC",,https://linkedin.com/in/ajay-pandey-122,83.3,2025-12-22,12,24989,Preferred,False,False,7,2025-09-25T14:12:36.315344
STU00123,Ishaan Patel,ishaan123@college.ac.in,9591160916,7.72,"elasticsearch, node.js, spring boot, react native, vue.js, flask, adobe illustrator, javascript",MCA,SRM Chennai,Noida,female,2,"KPMG, Unacademy, Microsoft, Wipro",https://github.com/ishaanpatel123,https://linkedin.com/in/ishaan-patel-123,79.2,2025-12-13,3,30718,Yes,False,True,21,2025-09-23T14:12:36.315344
